date,open,high,low,close,volume
2014-01-02,0.08281011515750203,0.07511399497313676,0.08004569111160309,0.07256628573278512,0.18529318911088544
2014-01-03,0.07894981417091673,0.07060725001397417,0.0641774210395687,0.05603936676486765,0.3400248433511838
2014-01-06,0.057857566486953504,0.06126880455203043,0.05482741735016472,0.06005183646186618,0.3598217079519828
2014-01-07,0.06726064265531984,0.06013193384549376,0.06074867109586801,0.054756785682319786,0.2661241658704273
2014-01-08,0.05971921077013442,0.05959097286763326,0.06179512021227973,0.059412926360611906,0.2083773919622282
2014-01-09,0.07065529303890661,0.06135028028599887,0.05722313419176661,0.04997114906696265,0.22881348939684637
2014-01-10,0.061115204450316596,0.05314870553059181,0.051418791427933486,0.045102673138924354,0.25393693791655575
2014-01-13,0.04753756104478202,0.0554489739268178,0.04973508163165574,0.0488980467061374,0.32654168794678684
2014-01-14,0.058911508180982786,0.06117406532648573,0.060385480422681104,0.06339778295338327,0.28296957797533695
2014-01-15,0.07985332964134362,0.0794047344980574,0.07955121515549635,0.07832028534810598,0.34068567726022275
2014-01-16,0.08174180153128141,0.07487051516348675,0.07957804718412242,0.07408976734531414,0.180121513410334
2014-01-17,0.07706134228097883,0.06840172084329288,0.06345199797993162,0.05561755279339875,0.37966657189632214
2014-01-21,0.06270282389304982,0.06569407377722458,0.06416400502525565,0.06704366488736713,0.2771783790514778
2014-01-22,0.07628717420027376,0.07546642489216315,0.07428063810397223,0.07036295045066476,0.327945565948347
2014-01-23,0.07495345889292038,0.07439681903576323,0.07016862971704674,0.0767149165989034,0.3504982946291813
2014-01-24,0.08051060600689264,0.07320594697066607,0.07009196677811547,0.0629626385178047,0.37950110985314134
2014-01-27,0.07513071272327987,0.07209655063953724,0.07146040023803846,0.06898896047136505,0.5198325772558873
2014-01-28,0.018587698967424515,0.0182306691715719,0.011663307871654705,0.009138033147151114,1.0
2014-01-29,0.012004395894992914,0.00790409358719657,0.0069408708334890434,0.0013159072428219343,0.4482609781443838
2014-01-30,0.010074724466106577,0.006726485013675676,0.004312290314883449,0.0,0.6198634010816962
2014-01-31,0.0,0.0,0.0,0.0011121415771462306,0.41064177362308923
2014-02-03,0.010170537347382047,0.008391053206496468,0.007871367254767336,0.002377583491553148,0.34909800766931376
2014-02-04,0.014604757492806875,0.01073205946970679,0.012608178593982555,0.01225260086876534,0.32424177651158687
2014-02-05,0.015576300108939178,0.01860962607375083,0.01738811283634678,0.0174219644152781,0.27743923670603515
2014-02-06,0.020366944172708457,0.016200407568148445,0.019521259112109113,0.017312464174377595,0.20763544437098713
2014-02-07,0.03586180333256361,0.02896272864127858,0.03262295537546156,0.027065603022587537,0.32175529538356246
2014-02-10,0.03213851476620211,0.04122482660353266,0.03347103913738858,0.03972954392673578,0.2936081897586632
2014-02-11,0.04849568985753583,0.04902091747360815,0.04921473193365966,0.04921036043670601,0.23181732724139675
2014-02-12,0.05717346251464728,0.05146992645393922,0.05433485796753135,0.049156086404259614,0.2570948616035049
2014-02-13,0.05403846503931686,0.05862936972835431,0.055648669083465885,0.060731690131457294,0.25644123719038325
2014-02-14,0.0647283082032114,0.06015940822090171,0.06524495246418649,0.060133723598539635,0.22318544986347955
2014-02-18,0.069560151805929,0.06720990138594019,0.07126874289071028,0.06285409045291201,0.21080364775743815
2014-02-19,0.06784989187516344,0.06139101815298309,0.05585374244510699,0.05112899509248481,0.26268449617953304
2014-02-20,0.05175332782089892,0.04800531297576871,0.04853051520369822,0.04266795908690124,0.2547532008820617
2014-02-21,0.05148313549570238,0.04471691445711112,0.04250672477717443,0.03464206751689636,0.22823409812039358
2014-02-24,0.03828395297120535,0.03842338770417497,0.03952261987927508,0.03777091787862796,0.23844606125559764
2014-02-25,0.046811299404714624,0.03794305983066326,0.037578256090630924,0.03030300144921172,0.18316046670838254
2014-02-26,0.03891440172999738,0.031764167540636046,0.030186032204184143,0.02389676126852691,0.22578278727093126
2014-02-27,0.030058417113713598,0.036880085720051414,0.030802210575844202,0.03793469215197487,0.25094762871396786
2014-02-28,0.04640122027285598,0.042253694592948254,0.039111514869256125,0.03598939656797673,0.31954683215513036
2014-03-03,0.03865379069292818,0.03941151782660657,0.040056385591583976,0.03805657068097712,0.18872353854089807
2014-03-04,0.04902936760623966,0.042104954008842954,0.04684584712068385,0.04279078979191142,0.20915335850568717
2014-03-05,0.048919182792773075,0.04496039426676113,0.04870779824997684,0.04431427140444055,0.15111979468765419
2014-03-06,0.051479302980451225,0.04454069949759798,0.047298158460378326,0.04212426658642987,0.13685584813416546
2014-03-07,0.049152008094272226,0.041211563111956284,0.04449133660875748,0.04170245261496097,0.1720697126221697
2014-03-10,0.04541530572453223,0.04303813538045853,0.04762493423757275,0.04235469318032492,0.13007445372923004
2014-03-11,0.05512019246891586,0.05036053012281061,0.05344460958919206,0.04938746517416237,0.22996344511444633
2014-03-12,0.05383342547338754,0.04847900910349234,0.052636773870203935,0.05009493194798065,0.15162865351925864
2014-03-13,0.05784415268357512,0.051605403546468254,0.048749004579652366,0.04198810541731013,0.20739415926428117
2014-03-14,0.04600455494437572,0.03973647337022479,0.040316081297213646,0.03388032671063179,0.18728073474389112
2014-03-17,0.04451179025410523,0.03849065255431172,0.04421822488881477,0.03666925023756795,0.15041707442971197
2014-03-18,0.042048441076515175,0.041197352228124595,0.043327976510475485,0.04300788592169669,0.16030825611539617
2014-03-19,0.050753999469196565,0.046976444986352894,0.04853051520369822,0.042817450720130656,0.17509964719718862
2014-03-20,0.04750977530921208,0.04214474448357186,0.046270875078699314,0.03933534305949371,0.15908516376240744
2014-03-21,0.050301762669576866,0.04360657073372698,0.044874651303413726,0.04500745553814123,0.3216517856627124
2014-03-24,0.05918553302143048,0.05274227425300504,0.05682640348279733,0.05360465271284465,0.30329597045687207
2014-03-25,0.06340129979754738,0.05984771616885953,0.06302747695559974,0.06149343093772186,0.23143004298923342
2014-03-26,0.07027204151380517,0.06424645841090115,0.06202798388928343,0.05440733708744594,0.24853886211417692
2014-03-27,0.06136815045688371,0.05409609778603919,0.05690881614214849,0.05125087362148706,0.17243169510729267
2014-03-28,0.05904852060120658,0.050630536915613034,0.05571766572850401,0.050434858782776204,0.1514156307330496
2014-03-31,0.06029408805778658,0.053161969022168076,0.05801755389644192,0.050272036685437116,0.12018933021311885
2014-04-01,0.058282017551003595,0.05459632089691524,0.059167497980410655,0.05695059920436163,0.15160603818035473
2014-04-02,0.06460566771517895,0.056775323084443996,0.06394455736256499,0.05817509755043193,0.13046905712743867
2014-04-03,0.06325087357394488,0.0554489739268178,0.06035769010731851,0.05306000803636535,0.11424050923023225
2014-04-04,0.061087418714746766,0.05206583618261562,0.05069336836829641,0.04357919152639511,0.22453433832583813
2014-04-07,0.04495061325034655,0.039749736861801166,0.03879623853290137,0.032221636104990736,0.2388281919517441
2014-04-08,0.04107689846038276,0.03327999514935165,0.03442932587402947,0.03218069253665401,0.19382994500274614
2014-04-09,0.03758643519552052,0.039194565000109094,0.03897447986591662,0.041538678341614066,0.15690463390408826
2014-04-10,0.04859150273881119,0.04156304563872726,0.04054894497421735,0.03223496656910019,0.18968256597308486
2014-04-11,0.03260416536920041,0.028827251548749544,0.03229426302479377,0.02697038542180441,0.22125473040931976
2014-04-14,0.03657369304043978,0.02792059716028661,0.03239009169845786,0.029785969876959695,0.1565226402706018
2014-04-15,0.03434221103553603,0.027216684714489348,0.024340483110675493,0.02472610657134744,0.21595849216333868
2014-04-16,0.031303984570293486,0.02647298179396318,0.028180338064395016,0.026154370583093445,0.16548190551825198
2014-04-17,0.03397237331381309,0.035499735203864735,0.03511450089072765,0.034221205721435055,0.2335187408653367
2014-04-21,0.04128193802631208,0.041427568546198335,0.0416308506998847,0.042695572191128295,0.1339024219359718
2014-04-22,0.0453472785788267,0.041003136815757846,0.04510943155389069,0.0434144650770405,0.15346526575104608
2014-04-23,0.04637343453728593,0.04006048152158792,0.042301651415533326,0.033962213847305245,0.3417141954610416
2014-04-24,0.09996062090579572,0.09266822607431924,0.09196773640215083,0.09248009476055619,0.6990280248457322
2014-04-25,0.0949237377371488,0.09536166225655585,0.0963892714050113,0.0981522072392037,0.3371463081904272
